query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-56,0.6645649565734895,0.9651954696014428,0.4683480347412084,0.4683480347412084,0.6645649565734895,how to make a keychain
query-57,0.7653606369886217,0.7653606369886217,0.6480409554829326,0.6480409554829326,0.7653606369886217,how to make a bath bomb
query-58,0.8826803184943108,0.5307212739772434,0.6480409554829326,0.38268031849431083,0.5307212739772434,how to make a candles that smell well
query-59,0.7039180890341347,0.5307212739772434,0.7653606369886217,0.7653606369886217,0.23463936301137822,how to build a toy for a pet
query-6,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644,how do you remove crown mold from a wall
query-60,0.41340159247155434,0.8519590445170673,0.5865984075284455,0.5865984075284455,0.41340159247155434,how to make napkin designs
query-61,0.7653606369886217,0.2960819109658652,0.46927872602275644,0.46927872602275644,0.7653606369886217,how to make a coaster
query-62,0.0,0.23463936301137822,0.0,0.0,0.0,how to draw a birthday card
query-63,0.8519590445170673,0.8519590445170673,0.8519590445170673,0.8519590445170673,0.8519590445170673,how to set up a tent
query-64,0.8826803184943108,0.7346393630113782,0.8826803184943108,0.8826803184943108,0.8826803184943108,how to knit mittens
query-65,1.0,1.0,1.0,1.0,1.0,how to learn to ice skate
query-66,0.26582598262939583,0.5316519652587917,0.0,0.0,0.26582598262939583,how to make stickers
query-67,1.0,1.0,0.5307212739772434,0.5307212739772434,1.0,how to make my own fridge magnets
query-68,0.8826803184943108,1.0,0.7653606369886217,0.7653606369886217,0.8826803184943108,how to organize a kitchen
query-69,0.8519590445170673,0.8519590445170673,1.0,0.7653606369886217,0.6480409554829326,how to make christmas ornaments
query-7,0.7039180890341347,1.0,0.7039180890341347,0.7039180890341347,0.7039180890341347,how to make homemade toothpaste
query-70,0.7653606369886217,0.7653606369886217,0.7653606369886217,0.7653606369886217,1.0,how to build a dog house
query-71,1.0,0.8826803184943108,0.8826803184943108,0.8826803184943108,1.0,help me clean the oven
query-72,0.8519590445170673,1.0,0.8826803184943108,0.8826803184943108,0.8519590445170673,how to clean the windows
query-73,0.7346393630113782,0.7346393630113782,0.7346393630113782,0.7346393630113782,0.7346393630113782,how to pick a lock with paper clips
query-74,0.5307212739772434,0.5307212739772434,0.5307212739772434,0.5307212739772434,0.23463936301137822,how to cut my own hair
query-75,0.5316519652587917,0.6012610260559063,0.7341740173706042,0.43354350434265104,0.6012610260559063,how to build a gaming computer
query-76,0.8519590445170673,0.6480409554829326,0.5,0.5,0.8519590445170673,how to write a resume for a job
query-77,0.46927872602275644,0.46927872602275644,0.7653606369886217,0.7653606369886217,0.46927872602275644,how to wash a newborn baby
query-78,0.6480409554829326,0.5307212739772434,0.41340159247155434,0.41340159247155434,0.35195904451706733,how to train a dog to behave outside
query-79,0.8519590445170673,0.8519590445170673,1.0,1.0,0.8519590445170673,how to clean garden tools
query-8,0.41340159247155434,0.46927872602275644,0.1480409554829326,0.1480409554829326,0.5865984075284455,how do I clean the fridge
query-80,0.46927872602275644,0.46927872602275644,0.8826803184943108,0.7653606369886217,0.46927872602275644,how to make a professional book cover
query-81,1.0,0.41340159247155434,0.7653606369886217,0.7653606369886217,0.5865984075284455,how to paint on ceramic
query-82,1.0,1.0,1.0,1.0,1.0,how to build a snowman
query-83,0.8403030283801005,0.7984848580994974,0.8403030283801005,0.8403030283801005,0.8403030283801005,how to make a paper fortune teller
query-84,0.7039180890341347,0.7039180890341347,0.7039180890341347,0.7039180890341347,0.7039180890341347,how to fold a paper airplane
query-85,0.7346393630113782,0.7346393630113782,0.7346393630113782,0.7346393630113782,0.7346393630113782,how to find my stolen phone
query-86,1.0,1.0,1.0,1.0,1.0,how to make finger puppets
query-87,0.5,0.5,0.5,0.5,0.5,how to repaint wooden furniture
query-88,0.5307212739772434,0.5307212739772434,0.7653606369886217,0.7653606369886217,1.0,how to catch a fly
query-89,1.0,1.0,1.0,1.0,1.0,how to repair a chipped tile
query-9,0.5865984075284455,0.5865984075284455,0.46927872602275644,0.46927872602275644,0.0,how can I screw in a nail
query-90,0.46927872602275644,0.7039180890341347,0.5865984075284455,0.46927872602275644,0.5865984075284455,how to make an asian lantern
query-91,0.6480409554829326,0.6480409554829326,0.8826803184943108,0.8826803184943108,0.617319681505689,how to make paper flowers
query-92,0.8826803184943108,0.8826803184943108,0.8826803184943108,0.8826803184943108,0.8826803184943108,how to start a grill
query-93,1.0,1.0,1.0,1.0,1.0,how to motivate my child
query-94,0.2960819109658652,0.7039180890341347,0.7653606369886217,0.7653606369886217,1.0,how to sail a boat
query-95,0.7346393630113782,0.7346393630113782,0.8826803184943108,0.8826803184943108,0.7346393630113782,how to replace a door
query-96,0.7974779478881874,0.7974779478881874,0.8670870086853021,0.8670870086853021,0.7974779478881874,how to fix a door handle
query-97,0.7039180890341347,0.5865984075284455,0.7039180890341347,0.46927872602275644,0.46927872602275644,how to make kitchen curtains
query-98,0.7653606369886217,0.7653606369886217,0.7039180890341347,0.7039180890341347,0.7653606369886217,how to grow lemons
query-99,1.0,1.0,1.0,1.0,1.0,how to grow grapes
