query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-55,0.7617521627855047,0.6709782214483554,0.7487731371419336,0.7577657348852549,0.8789754208328577,sell my paintings on the internet
query-56,0.8017469769752265,0.8660461584804816,0.6619630299780742,0.6619630299780742,0.8706944640859842,how to make a keychain
query-57,0.6388594873159009,0.5782757592566306,0.7273484997277414,0.7273484997277414,0.6388594873159009,how to make a bath bomb
query-58,0.7203320570458895,0.5557793833711288,0.7664388201272839,0.49387038322898663,0.48400396051296274,how to make a candles that smell well
query-59,0.6566391619500956,0.6134742632128259,0.8327736363898479,0.7274938090946891,0.604542426986248,how to build a toy for a pet
query-6,0.6138472549000035,0.49615306076049326,0.6228399058629904,0.6228399058629904,0.6138472549000035,how do you remove crown mold from a wall
query-60,0.5021393225995602,0.6060209166680202,0.6182307382553199,0.6182307382553199,0.4648077290963076,how to make napkin designs
query-61,0.5814343649928095,0.2804530769017966,0.5717064288589326,0.5717064288589326,0.6268868052964831,how to make a coaster
query-62,0.4716564271111853,0.5169687969577647,0.30255828868047674,0.30255828868047674,0.3622661038472601,how to draw a birthday card
query-63,0.8183187437609378,0.8183187437609378,0.8323353347810307,0.8323353347810307,0.8183187437609378,how to set up a tent
query-64,0.8258477058988594,0.6421554909069637,0.5596003385866142,0.654690116903095,0.694870209543419,how to knit mittens
query-65,0.9107180099282928,0.868002650089915,0.955600630254472,0.955600630254472,0.9107180099282928,how to learn to ice skate
query-66,0.17907045092245474,0.3581409018449095,0.1924533903289474,0.1924533903289474,0.17907045092245474,how to make stickers
query-67,0.8936762538935105,0.7342150277443629,0.6156948105197669,0.5686082191414343,0.8351006785556653,how to make my own fridge magnets
query-68,0.8039902510921174,0.8083718074712881,0.8624341856542016,0.8624341856542016,0.8846800820870465,how to organize a kitchen
query-69,0.7222954974312066,0.6739971207683767,0.695211555548537,0.666048104547405,0.5501169740626755,how to make christmas ornaments
query-7,0.7187301048148338,0.7919881425486945,0.6305249807525245,0.5467614268202216,0.7187301048148338,how to make homemade toothpaste
query-70,0.8021342215804472,0.7162150286087393,0.6959653770222658,0.6959653770222658,0.7934814261014969,how to build a dog house
query-71,0.9260852545422736,0.719143447037715,0.9024054996046694,0.9024054996046694,0.8889360860300337,help me clean the oven
query-72,0.8811104262349563,0.8305447586595542,0.8985759145742952,0.8985759145742952,0.8775817879493667,how to clean the windows
query-73,0.7536409032514461,0.8062808168990253,0.7742642533555975,0.7615904746290154,0.7705185588967373,how to pick a lock with paper clips
query-74,0.5455017237786198,0.485813635742251,0.48571574856977245,0.48571574856977245,0.34181895781690264,how to cut my own hair
query-75,0.3865668514110075,0.43607430918507145,0.504991854056827,0.3736094360001159,0.43607430918507145,how to build a gaming computer
query-76,0.7403002878090051,0.6424071006068821,0.5758810955390177,0.613581087409624,0.7459108438352448,how to write a resume for a job
query-77,0.6714956515758348,0.611401473783172,0.6068863886119867,0.6068863886119867,0.6699458697114912,how to wash a newborn baby
query-78,0.4929080628165735,0.5141442854005246,0.4260069620171209,0.4492908075826084,0.32866980196212553,how to train a dog to behave outside
query-79,0.891071387370667,0.8216886578804486,0.8728628648948463,0.8728628648948463,0.8085429736827878,how to clean garden tools
query-8,0.49875007848928377,0.5300354015555152,0.5257443485325839,0.5199963101004178,0.7099741193694293,how do I clean the fridge
query-80,0.5895886853561951,0.6517329521989701,0.7340813701382675,0.6392848697813722,0.6498936981081243,how to make a professional book cover
query-81,0.693998079674401,0.47823625944269116,0.6842917244491425,0.6842917244491425,0.5704907021578862,how to paint on ceramic
query-82,0.858054420059159,0.858054420059159,0.8887907867759374,0.8887907867759374,0.858054420059159,how to build a snowman
query-83,0.5672552734300703,0.5390254839187816,0.7155698177147839,0.6391253379525745,0.6506646820800455,how to make a paper fortune teller
query-84,0.7056907710092785,0.8869216412750693,0.8476922194147584,0.8476922194147584,0.8514939431975397,how to fold a paper airplane
query-85,0.8327383581940936,0.8327383581940936,0.5906945968072173,0.5906945968072173,0.7606133727712374,how to find my stolen phone
query-86,0.846053268569751,0.9002369916612287,0.7961530287944119,0.7961530287944119,0.846053268569751,how to make finger puppets
query-87,0.6381589014514464,0.5059283740314253,0.6394187410286862,0.6040874762763263,0.5555441289589701,how to repaint wooden furniture
query-88,0.6042048226303217,0.5075163600042535,0.716040799351807,0.716040799351807,0.7409741769725581,how to catch a fly
query-89,0.6968732710362916,0.7044057448081337,0.7367261827171065,0.5998254955960036,0.5998254955960036,how to repair a chipped tile
query-9,0.6054165486813645,0.5552829973092868,0.2814853444092611,0.2814853444092611,0.21051112934999144,how can I screw in a nail
query-90,0.7862400980253876,0.785535625044202,0.6670623413118398,0.5936281784761603,0.6921836844303896,how to make an asian lantern
query-91,0.7092904037350881,0.7433099417848937,0.7610470994855206,0.7610470994855206,0.6955803242474097,how to make paper flowers
query-92,0.6572651478686671,0.7890236247530134,0.5941523039688155,0.5941523039688155,0.684452316732952,how to start a grill
query-93,0.918849172101483,0.9125505580432459,0.8743666468207744,0.8743666468207744,0.7751489075729175,how to motivate my child
query-94,0.28929709908746515,0.5941586988468659,0.6393309516611879,0.6393309516611879,0.7929938846926122,how to sail a boat
query-95,0.8087519837153728,0.8703271361058308,0.867037006510009,0.867037006510009,0.891047135600768,how to replace a door
query-96,0.5996152279256886,0.6464312190185131,0.6396873087647942,0.6396873087647942,0.7210139378687457,how to fix a door handle
query-97,0.661433706402008,0.4970461888166688,0.6377658919193724,0.5665373999578731,0.6711116203227647,how to make kitchen curtains
query-98,0.704282439041245,0.8355318242345062,0.7839784752552292,0.7839784752552292,0.84805619787363,how to grow lemons
query-99,0.8610662457896929,0.7843533658812988,0.9031011939255816,0.9015766239286517,0.9011273253415484,how to grow grapes
