query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-3,0.66909379120458,0.7094589809442162,0.4985844732770747,0.4985844732770747,0.6738146957773642,how to make a green goddess salad
query-30,1.0,0.9052116356304493,0.5140398819949036,0.3654040837738752,0.6363350778447391,how to make light muffins
query-31,0.7528484679953743,0.47762199609884515,0.46480690572162675,0.5297260912107301,0.7089112878929159,make fried halloumi bites
query-32,0.8181881464655376,0.8280104443992509,0.898758383963747,0.8160393713932336,0.8784510533576155,show me a creamy mushroom stroganoff recipe
query-33,0.9227128302108009,1.0,0.827371004534836,0.8499193765317087,0.9289904714111865,can i have tender cooked pork
query-34,1.0,1.0,0.9526058178152246,0.9668728882728055,0.8990301655772223,can i have soup good for the summer
query-35,0.5814729912367969,0.840603037057637,0.5888588219306845,0.7648026477184511,0.6371523797895856,how to make boiled easter eggs
query-36,0.5939086337573265,0.7811772781619997,0.8334430272969792,0.7064716903460242,0.04739418218477539,suggestions for road trip food
query-37,0.7120044498684064,0.786470018684499,0.37926154077776614,0.7317772547824374,0.5162823641251115,how to make polish pierogi with cheese
query-38,0.9289904714111865,0.7648026477184511,0.5450981847332118,0.5419313788399814,0.36626125962822353,how can i make one pot ramen
query-39,0.6500332220485792,0.7975167679274937,0.17947710508581735,0.5298929876044238,0.7975167679274937,how to make a traditional greek dinner
query-4,1.0,1.0,0.8739675298366664,0.9652843890316114,0.9652843890316114,how to make a classic english trifle
query-40,0.8755458364887027,0.8975828762407047,0.8575928993931177,0.8575928993931177,0.6348469298652784,how to make salty brownies
query-41,1.0,1.0,0.27754172263968224,0.31384583284926504,1.0,gingerbread cookies
query-42,1.0,1.0,1.0,1.0,1.0,how to make a mango and avocado salad
query-43,0.8464926348287674,0.818005721474525,0.9681896059005243,1.0,1.0,easy granola recipe
query-44,0.5938995524313646,0.5938995524313646,0.8157967338607947,0.8157967338607947,0.6905961987581294,chili sin carne
query-45,0.7347077870247433,0.7082750625681693,0.5621943440852735,0.491451635496236,0.7572264062883836,savory belgian waffles
query-46,0.55502294157452,0.5158238070851823,0.7131550401713781,0.6987467598091209,0.32657334765189105,how to make medium rare salmon
query-47,0.8935089661734454,1.0,0.1266477020552659,0.44512772080290003,0.7100294493644841,a recipe with a whole chicken
query-48,0.6158865373339314,0.7116653500253906,0.6452633738895557,0.3988477405862096,0.6351467395844911,how to make a refreshing sweet smoothie
query-49,0.7085201141565949,0.8611375561264454,0.6847669359123423,0.6657119144003634,0.8609009151910246,a beefy burger
query-5,0.7461409419938964,0.6726391880543219,0.4747288361252273,0.4873214287836133,0.9305687780632227,I want a scary pumpkin pie
query-50,0.7469961928857114,0.8091317428011768,0.7448242243661776,0.7081422633164975,0.621357871228741,i would like basic clafoutis with some fresh fruit
query-51,0.5163257153952088,0.51623935225384,0.456997144246643,0.491212665179015,0.44161262369824816,how to make african meat samosas
query-52,0.8265420870493672,0.7488037185677212,0.6948544364872686,0.6684006471510565,0.7928650940292081,turkish chicken shish kebab
query-53,0.49670938393636294,0.5710785124822069,0.5789282245622048,0.5789282245622048,0.3557241309408948,how to make old fashioned pie pastry
query-54,0.06362078819895171,0.866947989864271,0.4303517821897034,0.7402513442227658,0.5372903784169164,how to bake a multilayer cake
query-55,0.8656312722365523,0.8990301655772223,0.8260440943179594,0.7959634093643542,0.9574284411791895,i want a deep fried chicken recipe
query-56,0.7651099849478743,0.6872841093519999,0.5455266411986904,0.5344050783578318,0.8453239416304209,i would like a fresh and healthy oatmeal bowl
query-57,0.8487980847530745,0.8566540326054963,0.8400427612265268,0.7656608083062405,0.6902280772179941,i want a quick rice salad
query-58,0.9681896059005243,0.914856882358379,0.250874677103886,0.18396062860676635,0.9652843890316114,japanese rice balls
query-59,0.9681896059005243,0.8948256838011641,0.7075054614001306,0.7808693834994905,0.7151857987862356,a fresh drink for a sunny day
query-6,0.933745776545611,0.46035860613699886,0.6253338941235216,0.6253338941235216,0.727329844310522,ideas for easy to carry tailgate food
query-60,0.9305687780632227,0.6066150627585842,0.5072509085496474,0.6392720573272445,0.9305687780632227,i want some comfort food
query-61,0.9668728882728055,0.8942748604427979,1.0,0.94497705842548,0.7996647409496849,suggestions for a summer grill recipe
query-62,0.7431565610916786,0.8603818544462509,0.8253944618643868,0.8253944618643868,0.7891005442439619,vegetarian stuffed mushrooms
query-63,0.895863359683992,0.7770716054811478,0.66699642380777,0.786195327375049,0.818237090051777,sourdough bread sandwiches
query-64,0.94497705842548,0.7980314782368264,0.6746597540800213,0.5517854393872873,0.8581437227514841,recommendations for a mediterranean potluck
query-65,0.30920225641185084,0.3222722491219547,0.49313713487960775,0.38113435412202,0.7325826401652853,make a continental breakfast
query-66,1.0,0.7059054020403313,1.0,1.0,1.0,homemade remedy for a cold
query-67,1.0,0.496314133361996,0.9574284411791895,0.9633180389503199,0.8482378089219645,fast and easy picnic foods
query-68,0.7828229030435763,0.8146822407292914,0.7290776563517669,0.6937124129298056,0.786195327375049,lunch ideas for fat loss
query-69,0.44692376344486984,0.44950952553266826,0.2032389337527008,0.2032389337527008,0.6485953851848051,plant based food recipes
query-7,0.2528410271851774,0.25284102718517737,0.4363595667391467,0.4003272381430394,0.3113184668204495,I want to make halloween candy
query-70,0.279139345282031,0.39196421292391675,0.0,0.0,0.12781765803276543,jain vegetarianism recipes
query-71,0.7453016244178956,1.0,0.522032859637427,0.522032859637427,1.0,meals pair with wine
query-72,0.7668612641181795,0.5136966020373129,0.8463645272092231,0.895863359683992,0.7727508618893099,classic johnny marzetti recipe 
query-73,0.0,0.0,0.2640681225725909,0.23719771276929622,0.0,yakamein noodle soup
query-74,0.6607480811317222,0.7412693750436921,0.7412693750436921,0.7412693750436921,0.6818118535344623,original watermelon agua fresca
query-75,0.8145541331097472,0.7119957994457754,1.0,0.800693766409882,1.0,a rich buttery punjabi dish
query-76,0.9182293066898518,0.9182293066898518,0.9681896059005243,0.8781749213086989,0.9182293066898518,make high protein bibimbap
query-77,0.8389574121760602,0.9681896059005243,0.759521467314557,0.5867945846769145,0.8373689129348661,protein rich vegetable meal
query-78,0.4829696024046054,0.5158197696488271,0.31515070345050816,0.26099798702942056,0.5049291767394608,original sloppy joe burger
query-79,0.9052116356304493,0.9633180389503199,0.43263758705210903,0.5980041138490204,0.914856882358379,oven baked potatoes
query-8,0.756088550013194,0.7104701145321105,0.7113484897150555,0.7427314436676586,0.8593345471420509,how to make a gluten free peach crisp
query-80,1.0,0.9668728882728055,1.0,0.933745776545611,0.9276737537834677,i want a crispy burrito
query-81,0.7511018655665632,0.7834630830244054,0.3827521518875518,0.6553358834123096,0.8142554463029549,colorful vegatable salad
query-82,1.0,1.0,0.8482378089219645,1.0,0.8464926348287674,slow-cooked fall-off-the-bone ribs
query-83,0.6179018310014618,0.4407249034817829,0.4537425745411855,0.6730582539807553,0.6997844356919487,fluffy cinnamon rolls
query-84,0.3387354960715519,0.531407595170482,0.8575928993931177,0.8257825052936418,0.4849866803349682,toasted garlic bread pizza
query-85,0.8643145546088337,0.8532721558012798,0.7654999533396626,0.6006821422552561,0.8212989817726929,a fast dessert for valentines day
query-86,0.9668728882728055,0.8349311752764399,0.821461761701804,0.721817295329376,0.9668728882728055,thick butternut squash soup
query-87,1.0,0.8990301655772223,1.0,1.0,0.9652843890316114,an old fashioned beef stew witha  rich broth
query-88,0.07336392209936005,0.28429949090443174,0.3028988650724558,0.23954985848697952,0.791716526778826,a savory bagel
query-89,0.39285933371987275,0.5376208278373014,0.4732326032024703,0.4500758138383613,0.49157358372731036,fried chinese dumplings
query-9,0.9633180389503199,0.9681896059005243,0.7539968898463182,0.8201450440740853,0.9608008655106622,healthy zucchini bread
query-90,1.0,1.0,0.582109793153164,0.506411122605159,0.60732309127114,softly baked cookies
query-91,1.0,1.0,0.40657558081908735,0.5383194038771134,0.7895033431729559,creamy white mousse
query-92,0.6046855387118412,0.8935089661734454,0.0,0.0,0.6161823144447492,a fast icecream recipe
query-93,0.605562359628091,0.7059976683587683,0.5928607652853407,0.639467483176329,0.6888321955569706,italian refreshing pasta salad
query-94,1.0,1.0,0.44347871785686144,0.5583953659059928,1.0,homemade tomato sauce
query-95,0.7477294412350904,0.7842289772937577,0.5314325432593785,0.6228974268836958,0.747818797857553,spicy vegetarian indian curry
query-96,0.7238771821477049,0.2863459897524692,0.05502294157452004,0.19770617423031872,0.28952298823485745,a grilled filling sandwich
query-97,0.8150213405723072,0.856276181765399,0.755358200624835,0.8889360860300337,0.8103811421993551,healthy sweet potato french fries
query-98,0.3268005361145682,0.7663593843460526,0.3185761898947928,0.38893608603003366,0.8236681307829783,a well balanced meal
query-99,0.702728403557943,0.6285108926059098,0.26764872841196663,0.18340980524840012,0.35407926515696864,make chicken soup with homemade broth
