query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-53,0.5,0.5865984075284455,0.5,0.5,0.1480409554829326,how to make old fashioned pie pastry
query-54,0.0,1.0,0.7653606369886217,1.0,0.5307212739772434,how to bake a multilayer cake
query-55,1.0,1.0,0.8519590445170673,0.8826803184943108,1.0,i want a deep fried chicken recipe
query-56,1.0,0.7346393630113782,0.7346393630113782,0.6480409554829326,0.8826803184943108,i would like a fresh and healthy oatmeal bowl
query-57,0.8519590445170673,0.8519590445170673,1.0,1.0,0.7346393630113782,i want a quick rice salad
query-58,1.0,1.0,0.38268031849431083,0.23463936301137822,1.0,japanese rice balls
query-59,1.0,1.0,1.0,1.0,0.8519590445170673,a fresh drink for a sunny day
query-6,1.0,0.5307212739772434,0.5307212739772434,0.5307212739772434,1.0,ideas for easy to carry tailgate food
query-60,0.8519590445170673,0.41340159247155434,0.7653606369886217,0.5307212739772434,1.0,i want some comfort food
query-61,1.0,1.0,1.0,0.8826803184943108,0.7346393630113782,suggestions for a summer grill recipe
query-62,1.0,1.0,1.0,1.0,1.0,vegetarian stuffed mushrooms
query-63,1.0,1.0,1.0,1.0,1.0,sourdough bread sandwiches
query-64,0.8826803184943108,0.8519590445170673,0.7039180890341347,0.46927872602275644,0.7653606369886217,recommendations for a mediterranean potluck
query-65,0.23463936301137822,0.5307212739772434,0.46927872602275644,0.46927872602275644,1.0,make a continental breakfast
query-66,1.0,1.0,1.0,1.0,1.0,homemade remedy for a cold
query-67,1.0,0.7653606369886217,1.0,1.0,1.0,fast and easy picnic foods
query-68,0.8519590445170673,1.0,0.8519590445170673,0.8519590445170673,0.8519590445170673,lunch ideas for fat loss
query-69,0.0,0.23463936301137822,0.0,0.0,0.7346393630113782,plant based food recipes
query-7,0.38268031849431083,0.23463936301137822,0.2653606369886217,0.2653606369886217,0.23463936301137822,I want to make halloween candy
query-70,0.1480409554829326,0.5,0.0,0.0,0.0,jain vegetarianism recipes
query-71,0.7653606369886217,1.0,0.2960819109658652,0.2960819109658652,1.0,meals pair with wine
query-72,0.7653606369886217,0.11731968150568911,1.0,1.0,0.7653606369886217,classic johnny marzetti recipe 
query-73,0.0,0.0,0.0,0.0,0.0,yakamein noodle soup
query-74,0.617319681505689,0.617319681505689,0.617319681505689,0.617319681505689,0.6480409554829326,original watermelon agua fresca
query-75,1.0,1.0,1.0,1.0,1.0,a rich buttery punjabi dish
query-76,1.0,1.0,1.0,1.0,1.0,make high protein bibimbap
query-77,1.0,1.0,1.0,0.7653606369886217,1.0,protein rich vegetable meal
query-78,0.33403537886056284,0.33403537886056284,0.17759056563718323,0.18921651013492932,0.32240943436281677,original sloppy joe burger
query-79,1.0,1.0,0.5307212739772434,0.5,1.0,oven baked potatoes
query-8,1.0,1.0,0.8826803184943108,0.8826803184943108,1.0,how to make a gluten free peach crisp
query-80,1.0,1.0,1.0,1.0,1.0,i want a crispy burrito
query-81,0.7653606369886217,0.7653606369886217,0.23463936301137822,0.7653606369886217,0.7653606369886217,colorful vegatable salad
query-82,1.0,1.0,1.0,1.0,1.0,slow-cooked fall-off-the-bone ribs
query-83,0.5865984075284455,0.7653606369886217,0.7653606369886217,0.8519590445170673,0.8519590445170673,fluffy cinnamon rolls
query-84,0.5865984075284455,0.617319681505689,1.0,1.0,0.8826803184943108,toasted garlic bread pizza
query-85,0.8519590445170673,0.7653606369886217,0.5,0.617319681505689,1.0,a fast dessert for valentines day
query-86,1.0,0.6480409554829326,0.7653606369886217,0.6480409554829326,1.0,thick butternut squash soup
query-87,1.0,1.0,1.0,1.0,1.0,an old fashioned beef stew witha  rich broth
query-88,0.0,0.0,0.23463936301137822,0.23463936301137822,0.8519590445170673,a savory bagel
query-89,0.2653606369886217,0.6480409554829326,0.38268031849431083,0.2653606369886217,0.2653606369886217,fried chinese dumplings
query-9,1.0,1.0,0.617319681505689,0.7653606369886217,1.0,healthy zucchini bread
query-90,1.0,1.0,0.5,0.5,0.7346393630113782,softly baked cookies
query-91,1.0,1.0,0.5,0.8826803184943108,0.8826803184943108,creamy white mousse
query-92,1.0,1.0,0.0,0.0,0.7039180890341347,a fast icecream recipe
query-93,0.7346393630113782,0.8826803184943108,0.35195904451706733,0.38268031849431083,0.7346393630113782,italian refreshing pasta salad
query-94,1.0,1.0,0.5865984075284455,0.617319681505689,1.0,homemade tomato sauce
query-95,0.7653606369886217,0.7653606369886217,0.6480409554829326,0.6480409554829326,0.7653606369886217,spicy vegetarian indian curry
query-96,1.0,0.46927872602275644,0.11731968150568911,0.0,0.46927872602275644,a grilled filling sandwich
query-97,1.0,1.0,0.8826803184943108,1.0,1.0,healthy sweet potato french fries
query-98,0.11731968150568911,1.0,0.5,0.5,0.8826803184943108,a well balanced meal
query-99,0.7039180890341347,0.5307212739772434,0.23463936301137822,0.23463936301137822,0.46927872602275644,make chicken soup with homemade broth
