query_id,TCT-ColBERTv2,ance,bm25,bm25+rm3,marqo,query
query-33,1.0,1.0,0.7346393630113782,0.7346393630113782,1.0,make a gravel garden path
query-34,0.617319681505689,0.7346393630113782,0.46927872602275644,0.7653606369886217,0.5865984075284455,how to fix a blocked shower drain
query-35,0.8826803184943108,0.7346393630113782,1.0,1.0,0.5307212739772434,how to teach a cat to do tricks
query-36,0.7346393630113782,0.7346393630113782,0.35195904451706733,0.35195904451706733,0.23463936301137822,how to build a hamster cage
query-37,1.0,0.617319681505689,1.0,1.0,0.46927872602275644,how to run  marathon
query-38,0.617319681505689,1.0,0.38268031849431083,0.38268031849431083,0.1480409554829326,how to gain muscle
query-39,0.6480409554829326,0.6480409554829326,0.6480409554829326,0.6480409554829326,0.617319681505689,fix a cracked phone screen
query-4,1.0,1.0,1.0,0.8826803184943108,0.7653606369886217,how do I decorate an office
query-40,0.7653606369886217,1.0,1.0,1.0,0.8519590445170673,how to plan a christmas party
query-41,1.0,0.8519590445170673,0.617319681505689,0.617319681505689,0.7346393630113782,how to solve a rubik's cube
query-42,1.0,0.7653606369886217,0.38268031849431083,0.2653606369886217,0.8826803184943108,learn a chess opening
query-43,0.7653606369886217,0.8519590445170673,1.0,1.0,0.5307212739772434,how to replace a window
query-44,0.7984848580994974,1.0,0.6387878864795979,0.6387878864795979,0.8821211986607034,how to iron a suit
query-45,0.2960819109658652,0.38268031849431083,0.5307212739772434,0.41340159247155434,0.23463936301137822,how to warm up before a run
query-46,1.0,0.617319681505689,0.5865984075284455,0.38268031849431083,0.46927872602275644,how to open a champagne bottle
query-47,0.5865984075284455,0.7653606369886217,0.5307212739772434,0.617319681505689,0.46927872602275644,how to install a sprinkler system
query-48,0.8519590445170673,0.8519590445170673,1.0,1.0,1.0,how to change a child's diaper
query-49,0.8826803184943108,0.7653606369886217,0.5865984075284455,0.5865984075284455,0.617319681505689,how to make a bubble bath
query-5,0.8519590445170673,0.8519590445170673,0.2960819109658652,0.7653606369886217,0.7039180890341347,help me paint an interior wall
query-50,1.0,0.8826803184943108,0.8826803184943108,1.0,1.0,how to remove a permanent marker from a whiteboard
query-51,0.3987389739440937,0.566456495657349,0.3987389739440937,0.43354350434265104,0.8322824782867448,how to replace a toilet seat
query-52,0.8826803184943108,0.7653606369886217,0.7653606369886217,0.8826803184943108,0.7039180890341347,fix a leaking shower
query-53,0.7039180890341347,0.23463936301137822,0.7653606369886217,0.7653606369886217,0.5865984075284455,how to put up wallpaper
query-54,0.8826803184943108,0.7653606369886217,0.7653606369886217,0.8826803184943108,0.8826803184943108,hang a shelf
query-55,1.0,1.0,0.7039180890341347,0.7039180890341347,0.6480409554829326,sell my paintings on the internet
query-56,0.6993694869720469,0.6993694869720469,0.26582598262939583,0.0,0.6012610260559063,how to make a keychain
query-57,0.7346393630113782,0.617319681505689,0.617319681505689,0.6480409554829326,0.8519590445170673,how to make a bath bomb
query-58,0.38268031849431083,0.7346393630113782,0.7039180890341347,1.0,0.1480409554829326,how to make a candles that smell well
query-59,0.2960819109658652,0.7653606369886217,0.7039180890341347,0.2960819109658652,0.0,how to build a toy for a pet
query-6,0.7039180890341347,0.46927872602275644,1.0,1.0,0.617319681505689,how do you remove crown mold from a wall
query-60,0.7346393630113782,0.46927872602275644,0.5307212739772434,0.7039180890341347,0.41340159247155434,how to make napkin designs
query-61,0.7346393630113782,0.0,0.11731968150568911,0.0,0.7653606369886217,how to make a coaster
query-62,0.23463936301137822,0.7653606369886217,0.2653606369886217,0.46927872602275644,0.23463936301137822,how to draw a birthday card
query-63,0.8519590445170673,0.5865984075284455,0.5307212739772434,0.8826803184943108,0.46927872602275644,how to set up a tent
query-64,0.617319681505689,0.23463936301137822,0.7653606369886217,0.7039180890341347,0.5865984075284455,how to knit mittens
query-65,1.0,1.0,0.7346393630113782,0.8519590445170673,0.1480409554829326,how to learn to ice skate
query-66,0.6645649565734895,0.5316519652587917,0.0,0.16771752171325524,0.5316519652587917,how to make stickers
query-67,1.0,0.8519590445170673,0.2960819109658652,0.2960819109658652,0.7653606369886217,how to make my own fridge magnets
query-68,0.7039180890341347,0.8826803184943108,0.8826803184943108,0.7653606369886217,0.7653606369886217,how to organize a kitchen
query-69,0.5307212739772434,1.0,0.7039180890341347,0.0,0.23463936301137822,how to make christmas ornaments
query-7,1.0,1.0,0.46927872602275644,0.46927872602275644,0.2960819109658652,how to make homemade toothpaste
query-70,0.7653606369886217,0.8826803184943108,0.0,0.11731968150568911,0.8826803184943108,how to build a dog house
query-71,1.0,0.5865984075284455,0.7653606369886217,1.0,0.7653606369886217,help me clean the oven
query-72,0.5865984075284455,0.2960819109658652,0.6480409554829326,0.617319681505689,0.2960819109658652,how to clean the windows
query-73,0.7039180890341347,0.8519590445170673,0.38268031849431083,0.2653606369886217,0.7346393630113782,how to pick a lock with paper clips
query-74,1.0,1.0,0.23463936301137822,0.5865984075284455,0.8519590445170673,how to cut my own hair
query-75,0.6012610260559063,0.7341740173706042,0.16771752171325524,0.16771752171325524,0.6993694869720469,how to build a gaming computer
query-76,0.5,0.35195904451706733,0.5,0.5,0.7346393630113782,how to write a resume for a job
query-77,0.23463936301137822,0.0,0.2960819109658652,0.0,0.38268031849431083,how to wash a newborn baby
query-78,0.23463936301137822,0.38268031849431083,0.8519590445170673,0.7346393630113782,0.38268031849431083,how to train a dog to behave outside
query-79,0.8826803184943108,0.7653606369886217,1.0,1.0,0.46927872602275644,how to clean garden tools
query-8,0.7039180890341347,0.7653606369886217,0.8826803184943108,0.617319681505689,0.46927872602275644,how do I clean the fridge
query-80,0.8519590445170673,0.8826803184943108,0.41340159247155434,0.41340159247155434,0.5307212739772434,how to make a professional book cover
query-81,1.0,1.0,1.0,1.0,0.7039180890341347,how to paint on ceramic
query-82,0.8403030283801005,0.6387878864795979,1.0,1.0,1.0,how to build a snowman
query-83,0.8403030283801005,0.6387878864795979,0.7224242270408039,0.6387878864795979,0.8821211986607034,how to make a paper fortune teller
query-84,0.5865984075284455,0.7039180890341347,0.8826803184943108,0.8826803184943108,0.7039180890341347,how to fold a paper airplane
query-85,0.7039180890341347,0.8519590445170673,0.7346393630113782,0.2653606369886217,0.617319681505689,how to find my stolen phone
query-86,0.8826803184943108,1.0,0.8519590445170673,0.8519590445170673,0.8826803184943108,how to make finger puppets
query-87,0.5,0.5,0.11731968150568911,0.5,0.5,how to repaint wooden furniture
query-88,1.0,1.0,0.8519590445170673,1.0,0.8519590445170673,how to catch a fly
query-89,0.8519590445170673,0.617319681505689,0.46927872602275644,0.7653606369886217,0.7653606369886217,how to repair a chipped tile
query-9,0.23463936301137822,0.41340159247155434,0.0,0.0,0.23463936301137822,how can I screw a nail
query-90,1.0,0.7346393630113782,0.5865984075284455,0.46927872602275644,1.0,how to make an asian lantern
query-91,0.7653606369886217,0.7653606369886217,0.23463936301137822,0.41340159247155434,0.2960819109658652,how to make paper flowers
query-92,0.7039180890341347,1.0,0.8826803184943108,0.1480409554829326,0.11731968150568911,how to start a grill
query-93,1.0,0.7653606369886217,1.0,1.0,0.7653606369886217,how to motivate my child
query-94,0.7653606369886217,0.5865984075284455,0.7653606369886217,0.7653606369886217,1.0,how to sail a boat
query-95,0.5865984075284455,0.8826803184943108,0.7346393630113782,0.7346393630113782,0.5307212739772434,how to replace a door
query-96,0.3987389739440937,0.7341740173706042,0.26582598262939583,0.0,0.0,how to fix a door handle
query-97,0.8826803184943108,0.5865984075284455,0.46927872602275644,0.5865984075284455,0.617319681505689,how to make kitchen curtains
query-98,0.7653606369886217,0.7039180890341347,0.46927872602275644,0.46927872602275644,0.46927872602275644,how to grow lemons
query-99,1.0,0.46927872602275644,0.7653606369886217,0.7653606369886217,1.0,how to grow grapes
