query_id,Steps,Steps-Title,Tags-Steps,Tags-Steps-Title,Title,Title-Tags,query
query-34,0.5986219836890004,0.7133822286340553,0.5986219836890004,0.7133822286340553,0.7524185831942819,0.7524185831942819,how to fix a blocked shower drain
query-35,0.3593226085389883,0.47849221358192956,0.4478333317081535,0.4917216081566826,0.5030529695503586,0.5347352560302903,how to teach a cat to do tricks
query-36,0.6344680988783584,0.6664648084930466,0.6344680988783584,0.6664648084930466,0.5718219254971855,0.5718219254971855,how to build a hamster cage
query-37,0.35730643803897116,0.6840907357191048,0.35730643803897116,0.6840907357191048,0.6840907357191048,0.6840907357191048,how to run  marathon
query-38,0.19789724964396227,0.7242550329878021,0.19789724964396227,0.7242550329878021,0.8849197699716447,0.8849197699716447,how to gain muscle
query-39,0.17897489594999488,0.7266472658772305,0.17897489594999488,0.7266472658772305,0.7266472658772305,0.7266472658772305,fix a cracked phone screen
query-4,0.25108500628723535,0.7865139506556357,0.25108500628723535,0.7865139506556357,0.7865139506556357,0.7865139506556357,how do I decorate an office
query-40,0.4674975726374815,0.8792418957158645,0.4674975726374815,0.8792418957158645,0.8792418957158645,0.8792418957158645,how to plan a christmas party
query-41,0.6923605179009242,0.7587946928180124,0.6923605179009242,0.7587946928180124,0.8380947641015567,0.8380947641015567,how to solve a rubik's cube
query-42,0.30262593321259523,0.7964934313548923,0.30262593321259523,0.7964934313548923,0.7964934313548923,0.7964934313548923,learn a chess opening
query-43,0.415617447187586,0.8520069624517705,0.415617447187586,0.8520069624517705,0.7698797824124293,0.7698797824124293,how to replace a window
query-44,0.4601600123469537,0.7170062239201369,0.4601600123469537,0.7170062239201369,0.7717543900224404,0.7717543900224404,how to iron a suit
query-45,0.05487565949361938,0.20790038418029375,0.05487565949361938,0.20790038418029375,0.42826580695098265,0.42826580695098265,how to warm up before a run
query-46,0.3003983330697874,0.8446959259584488,0.3003983330697874,0.8446959259584488,0.8473730531965368,0.8473730531965368,how to open a champagne bottle
query-47,0.39995326350422955,0.6754076424568691,0.39995326350422955,0.6754076424568691,0.7231863484869785,0.7231863484869785,how to install a sprinkler system
query-48,0.6243648068888346,0.6763515142789233,0.6243648068888346,0.6763515142789233,0.7303270557499452,0.7303270557499452,how to change a child's diaper
query-49,0.5122586500467391,0.7949947248757402,0.5122586500467391,0.7949947248757402,0.6873358583596273,0.6873358583596273,how to make a bubble bath
query-5,0.1861900972335246,0.7545727480383183,0.1861900972335246,0.7545727480383183,0.7545727480383183,0.7545727480383183,help me paint an interior wall
query-50,0.45443499473418375,0.9483646750930305,0.45443499473418375,0.9483646750930305,0.9310600510916257,0.9310600510916257,how to remove a permanent marker from a whiteboard
query-51,0.5702846152871405,0.7044750073109324,0.5702846152871405,0.7044750073109324,0.7044750073109324,0.7044750073109324,how to replace a toilet seat
query-52,0.5554261258504757,0.801944460455574,0.5554261258504757,0.801944460455574,0.8118719423427125,0.8118719423427125,fix a leaking shower
query-53,0.4422195942380129,0.4788129387816444,0.4422195942380129,0.4788129387816444,0.4466328758962144,0.4466328758962144,how to put up wallpaper
query-54,0.3678275170929451,0.7336031852455417,0.3678275170929451,0.7336031852455417,0.8738441828665452,0.8738441828665452,hang a shelf
query-55,0.6461717927969215,0.7732436065002051,0.6461717927969215,0.7732436065002051,0.7732436065002051,0.7732436065002051,sell my paintings on the internet
query-56,0.26974836613912556,0.870287639180799,0.26974836613912556,0.870287639180799,0.8329762261778096,0.8329762261778096,how to make a keychain
query-57,0.6616797046651864,0.6810025263988345,0.6616797046651864,0.6810025263988345,0.6918590394582521,0.6918590394582521,how to make a bath bomb
query-58,0.0942220760638577,0.4016049330257501,0.0942220760638577,0.4016049330257501,0.48115713970303303,0.48115713970303303,how to make a candles that smell well
query-59,0.12222609441075938,0.6128624730587849,0.32207293718615104,0.6128624730587849,0.577531208306425,0.577531208306425,how to build a toy for a pet
query-6,0.4147100056244539,0.8067656303465538,0.4147100056244539,0.8067656303465538,0.8067656303465538,0.8067656303465538,how do you remove crown mold from a wall
query-60,0.6099565265265773,0.5780874646201919,0.6099565265265773,0.5780874646201919,0.40773482154469004,0.40773482154469004,how to make napkin designs
query-61,0.4220212596409383,0.5520719492355934,0.4220212596409383,0.5520719492355934,0.6441467094614658,0.6441467094614658,how to make a coaster
query-62,0.2669507571941387,0.7808362353559533,0.575417801608429,0.7808362353559533,0.8634527675736113,0.8634527675736113,how to draw a birthday card
query-63,0.5749433437204448,0.6723649194405901,0.5749433437204448,0.6723649194405901,0.6723649194405901,0.6723649194405901,how to set up a tent
query-64,0.08421358772610596,0.7065624751133357,0.08421358772610596,0.7065624751133357,0.7065624751133357,0.7065624751133357,how to knit mittens
query-65,0.12948249558740293,0.8018872104209617,0.44596360108314326,0.8812857150443981,0.8497558464542699,0.8850013286935792,how to learn to ice skate
query-66,0.43526234730084273,0.5333802025642125,0.43526234730084273,0.5333802025642125,0.49904852891809554,0.49904852891809554,how to make stickers
query-67,0.08421358772610596,0.7665491712733937,0.08421358772610596,0.7665491712733937,0.9020440700875056,0.9020440700875056,how to make my own fridge magnets
query-68,0.08898358573137956,0.7314031700588233,0.08898358573137956,0.7314031700588233,0.7333298712815522,0.7333298712815522,how to organize a kitchen
query-69,0.11200278075758777,0.8243764310434606,0.11200278075758777,0.8243764310434606,0.8243764310434606,0.8243764310434606,how to make christmas ornaments
query-7,0.16668076949347896,0.6649156343522538,0.16668076949347896,0.6649156343522538,0.7166565433356477,0.7166565433356477,how to make homemade toothpaste
query-70,0.44090627880444516,0.7487912473474161,0.44090627880444516,0.7487912473474161,0.7487912473474161,0.7487912473474161,how to build a dog house
query-71,0.5870647042512479,0.7273384947331528,0.5870647042512479,0.7273384947331528,0.7839528452448411,0.7839528452448411,help me clean the oven
query-72,0.42643618510800735,0.9707008999971513,0.42643618510800735,0.9707008999971513,0.9692384440790149,0.9692384440790149,how to clean the windows
query-73,0.5673319637257025,0.7335222218853444,0.5673319637257025,0.7335222218853444,0.7865434107547236,0.7865434107547236,how to pick a lock with paper clips
query-74,0.34084987058221555,0.7039390519590398,0.34084987058221555,0.7039390519590398,0.7039390519590398,0.7039390519590398,how to cut my own hair
query-75,0.11538029521800254,0.7036504382019567,0.11538029521800254,0.7036504382019567,0.7036504382019567,0.7036504382019567,how to build a gaming computer
query-76,0.24432234459405067,0.7312659225375666,0.24432234459405067,0.7312659225375666,0.7312659225375666,0.7312659225375666,how to write a resume for a job
query-77,0.36503626772215936,0.1529612508366682,0.36503626772215936,0.1529612508366682,0.15904568629834553,0.15904568629834553,how to wash a newborn baby
query-78,0.21236222583951206,0.4299047836960295,0.21236222583951206,0.4299047836960295,0.421349682984722,0.421349682984722,how to train a dog to behave outside
query-79,0.5025558366430528,0.749585970192592,0.4341247947783085,0.749585970192592,0.748626783900151,0.748626783900151,how to clean garden tools
query-8,0.35043464386016193,0.5043187330908678,0.35043464386016193,0.5043187330908678,0.5116095046890164,0.5116095046890164,how do I clean the fridge
query-80,0.08039138809008574,0.7427031564441762,0.08039138809008574,0.7427031564441762,0.846597502293442,0.846597502293442,how to make a professional book cover
query-81,0.46493027149162325,0.693998079674401,0.46493027149162325,0.693998079674401,0.693998079674401,0.693998079674401,how to paint on ceramic
query-82,0.8266931349303566,0.7588767556191564,0.8266931349303566,0.7588767556191564,0.7489233686201333,0.7489233686201333,how to build a snowman
query-83,0.4165502154972961,0.3798748693738463,0.4165502154972961,0.3798748693738463,0.5672552734300703,0.5672552734300703,how to make a paper fortune teller
query-84,0.49381638943742545,0.6040408470058871,0.49381638943742545,0.6040408470058871,0.5115647287570501,0.5115647287570501,how to fold a paper airplane
query-85,0.38375766439502046,0.7038043401917744,0.38375766439502046,0.7038043401917744,0.7282805061707772,0.7282805061707772,how to find my stolen phone
query-86,0.38157082162204675,0.8377175372651534,0.38157082162204675,0.8377175372651534,0.7953497712616563,0.7953497712616563,how to make finger puppets
query-87,0.6370720540088836,0.44543761568110946,0.6370720540088836,0.44543761568110946,0.4449145737098074,0.4449145737098074,how to repaint wooden furniture
query-88,0.856559534893795,0.9628734857993849,0.856559534893795,0.9628734857993849,0.7646444781952888,0.7646444781952888,how to catch a fly
query-89,0.331618895781339,0.7434915873349898,0.331618895781339,0.7434915873349898,0.7932044842991898,0.7932044842991898,how to repair a chipped tile
query-9,0.2320441768221642,0.24100977494878628,0.2320441768221642,0.24100977494878628,0.14074267220463055,0.14074267220463055,how can I screw a nail
query-90,0.6828606081397565,0.8927045178893865,0.6828606081397565,0.8927045178893865,0.8927045178893865,0.8927045178893865,how to make an asian lantern
query-91,0.14850605680246012,0.8324792092218873,0.14850605680246012,0.8324792092218873,0.8324792092218873,0.8324792092218873,how to make paper flowers
query-92,0.33080895942606137,0.7396531230395502,0.33080895942606137,0.7396531230395502,0.7181534454324424,0.7181534454324424,how to start a grill
query-93,0.2809045670804133,0.4231120098246362,0.2809045670804133,0.4231120098246362,0.6888776186525621,0.6888776186525621,how to motivate my child
query-94,0.6347163362338947,0.44682080225427784,0.6347163362338947,0.44682080225427784,0.4402439492305504,0.4402439492305504,how to sail a boat
query-95,0.5920428633532894,0.7645002128630884,0.5920428633532894,0.7645002128630884,0.7645002128630884,0.7645002128630884,how to replace a door
query-96,0.3239134396887189,0.5868036317666767,0.3239134396887189,0.5868036317666767,0.5868036317666767,0.5868036317666767,how to fix a door handle
query-97,0.13287201388084077,0.7874426987228027,0.13287201388084077,0.7874426987228027,0.7874426987228027,0.7874426987228027,how to make kitchen curtains
query-98,0.3937481555797838,0.4648446393619468,0.3937481555797838,0.4648446393619468,0.4648446393619468,0.4648446393619468,how to grow lemons
query-99,0.5363071345157419,0.6446623933653302,0.5363071345157419,0.6446623933653302,0.7287086865269282,0.7287086865269282,how to grow grapes
