query_id,Requirements,Steps,Steps-Requirements,Title,Title-Requirements,Title-Steps,Title-Steps-Requirements,query
query-28,0.053968253968253964,0.030177619523571547,0.030177619523571547,0.11296191073329956,0.11296191073329956,0.1147324822136852,0.1147324822136852,make lunch meal prep fast
query-29,0.07310810810810811,0.0,0.012454212454212455,0.004545454545454545,0.004545454545454545,0.0038461538461538464,0.0038461538461538464,make vegetarian eintopf
query-3,0.0,0.01873767258382643,0.01510989010989011,0.6134055241170362,0.6118862673001468,0.5953008088653363,0.5936555843607665,how to make a green goddess salad
query-30,0.0751231527093596,0.06824712643678162,0.06824712643678162,0.15009260668127664,0.15009260668127664,0.15976566963101135,0.15976566963101135,how to make light muffins
query-31,0.10769230769230768,0.07097902097902098,0.117987567987568,0.06740909068346902,0.08133184472780361,0.06327141031088399,0.06327141031088399,make fried halloumi bites
query-32,0.007512626262626262,0.030303030303030304,0.021464646464646464,0.2692835375491675,0.2692835375491675,0.2692835375491675,0.2692835375491675,show me a creamy mushroom stroganoff recipe
query-33,0.0684931506849315,0.04421274147301544,0.04421274147301544,0.19095904088096397,0.19095904088096397,0.20848803424847837,0.20848803424847837,can i have tender cooked pork
query-34,0.0,0.05820707070707071,0.05820707070707071,0.20567371817371818,0.20567371817371818,0.2439260992115141,0.2439260992115141,can i have soup good for the summer
query-35,0.08131313131313132,0.08974358974358974,0.08974358974358974,0.22013865763865764,0.2347355466517376,0.22254782254782254,0.22254782254782254,how to make boiled easter eggs
query-36,0.04827586206896552,0.011494252873563218,0.01532567049808429,0.034482758620689655,0.07219827586206896,0.016799292661361626,0.022243938759365256,suggestions for road trip food
query-37,0.0,0.0,0.0,0.41650318756230087,0.41650318756230087,0.4141849972300751,0.4141849972300751,how to make polish pierogi with cheese
query-38,0.05793650793650793,0.007018272425249169,0.007018272425249169,0.19217987492075483,0.21206817113555482,0.07540384452149158,0.07540384452149158,how can i make one pot ramen
query-39,0.02702702702702703,0.063611437524481,0.06745495495495495,0.1825933075933076,0.1825933075933076,0.23248235583761903,0.23248235583761903,how to make a traditional greek dinner
query-4,0.0,0.13495238095238096,0.13495238095238096,0.39045133657988773,0.39045133657988773,0.39045133657988773,0.39045133657988773,how to make a classic english trifle
query-40,0.0,0.09153311965811965,0.09153311965811965,0.39695378238088963,0.3873884932273706,0.2507109269533132,0.25037670235438275,how to make salty brownies
query-41,0.0033333333333333335,0.001881293057763646,0.001282051282051282,0.26717030193869257,0.26717030193869257,0.26717030193869257,0.26717030193869257,gingerbread cookies
query-42,0.015579710144927535,0.08071428571428572,0.08071428571428572,0.4293076169861884,0.4293076169861884,0.47421505539808484,0.47421505539808484,how to make a mango and avocado salad
query-43,0.0,0.051907782140340274,0.04710793082886106,0.3422394143324376,0.3422394143324376,0.3422394143324376,0.3422394143324376,easy granola recipe
query-44,0.0,0.043750000000000004,0.010416666666666666,0.22891905251814118,0.22891905251814118,0.22891905251814118,0.22891905251814118,chili sin carne
query-45,0.0016121031746031747,0.08888328853046595,0.08888328853046595,0.4022735429100736,0.4022735429100736,0.4022735429100736,0.4022735429100736,savory belgian waffles
query-46,0.03574561403508772,0.05263157894736842,0.03574561403508772,0.09054175659599278,0.10136183261183261,0.07017543859649122,0.05086565096952909,how to make medium rare salmon
query-47,0.08583333333333334,0.035416666666666666,0.0720436507936508,0.06889065604282996,0.08859576570515516,0.09379208703520384,0.09988876813188494,a recipe with a whole chicken
query-48,0.05634920634920634,0.13113907525888566,0.13113907525888566,0.21982055088499788,0.21982055088499788,0.2575518575189944,0.2575518575189944,how to make a refreshing sweet smoothie
query-49,0.04274691358024692,0.08333333333333333,0.10537260358688931,0.18103266162089693,0.1876892759503999,0.18753183105611287,0.19443118454284733,a beefy burger
query-5,0.0019772930220691414,0.041044776119402986,0.02020665901262916,0.12059704805973465,0.12059704805973465,0.12059704805973465,0.12059704805973465,I want a scary pumpkin pie
query-50,0.0,0.03043478260869565,0.02898550724637681,0.15218590259918513,0.15218590259918513,0.15218590259918513,0.15218590259918513,i would like basic clafoutis with some fresh fruit
query-51,0.03571428571428571,0.05952380952380952,0.0748299319727891,0.1427259483415498,0.1555488843517814,0.1456734367017545,0.1577026911593633,how to make african meat samosas
query-52,0.0,0.002403846153846154,0.0018315018315018315,0.292334655948212,0.292334655948212,0.292334655948212,0.292334655948212,turkish chicken shish kebab
query-53,0.03655913978494624,0.008064516129032258,0.008064516129032258,0.09096212262532329,0.09465835918446307,0.0706605222734255,0.0706605222734255,how to make old fashioned pie pastry
query-54,0.022222222222222223,0.08730854915065442,0.08730854915065442,0.11358269907289514,0.11358269907289514,0.10796296296296297,0.10796296296296297,how to bake a multilayer cake
query-55,0.0957623106060606,0.05519462719298246,0.11676433337617546,0.20637213123885917,0.20637213123885917,0.21284230169340462,0.21284230169340462,i want a deep fried chicken recipe
query-56,0.023148148148148147,0.03357290857290857,0.033501683501683505,0.307154834648468,0.307154834648468,0.3406895506533188,0.3406895506533188,i would like a fresh and healthy oatmeal bowl
query-57,0.007098765432098765,0.0,0.0,0.17426153645960413,0.17426153645960413,0.17426153645960413,0.17426153645960413,i want a quick rice salad
query-58,0.03134920634920634,0.0834338469862813,0.08699633699633698,0.3933934290029531,0.3933934290029531,0.3933934290029531,0.3933934290029531,japanese rice balls
query-59,0.057440476190476195,0.035778985507246376,0.04005456349206349,0.14116394659762005,0.14116394659762005,0.1504680078613883,0.1504680078613883,a fresh drink for a sunny day
query-6,0.054519774011299434,0.06440677966101695,0.06440677966101695,0.1385593220338983,0.1385593220338983,0.19243891701518823,0.19243891701518823,ideas for easy to carry tailgate food
query-60,0.06909090909090909,0.06075757575757576,0.07953726453726452,0.18313852813852813,0.18313852813852813,0.2378590471112465,0.2378590471112465,i want some comfort food
query-61,0.0393719806763285,0.04537966059705191,0.04537966059705191,0.16850399482113038,0.16850399482113038,0.16177722262614802,0.16177722262614802,suggestions for a summer grill recipe
query-62,0.0,0.0,0.0,0.23950617283950618,0.23950617283950618,0.23950617283950618,0.23950617283950618,vegetarian stuffed mushrooms
query-63,0.031989832970225125,0.026451186535220148,0.030217398902520013,0.2928759126942518,0.2928759126942518,0.29243310931027194,0.29243310931027194,sourdough bread sandwiches
query-64,0.02311827956989247,0.08064516129032258,0.08284457478005866,0.17502448483662036,0.17502448483662036,0.21217720334828755,0.21217720334828755,recommendations for a mediterranean potluck
query-65,0.12208713272543059,0.007936507936507936,0.007936507936507936,0.06209208321009564,0.06209208321009564,0.061670274170274174,0.061670274170274174,make a continental breakfast
query-66,0.0,0.017241379310344827,0.017241379310344827,0.7154773744480863,0.7154773744480863,0.6472138698739683,0.6472138698739683,homemade remedy for a cold
query-67,0.0625,0.0435743528180503,0.0435743528180503,0.10506688468112022,0.10506688468112022,0.1320626625789669,0.1320626625789669,fast and easy picnic foods
query-68,0.020476190476190474,0.0747985347985348,0.0747985347985348,0.10391156462585033,0.10391156462585033,0.1542884650854576,0.1542884650854576,lunch ideas for fat loss
query-69,0.06333333333333332,0.07105263157894738,0.08720754554087888,0.03586601307189542,0.05137527233115469,0.078407357892652,0.08180871843686968,plant based food recipes
query-7,0.031339186457153785,0.037617554858934164,0.04159633469978297,0.03317665067474366,0.03317665067474366,0.025901583203814443,0.025901583203814443,I want to make halloween candy
query-70,0.0,0.06,0.06,0.14977443609022556,0.14977443609022556,0.18179692430331815,0.18179692430331815,jain vegetarianism recipes
query-71,0.041212121212121214,0.07786283891547048,0.09899766899766899,0.058256988489546635,0.07716492993172834,0.11771428571428572,0.13916144461599006,meals pair with wine
query-72,0.0,0.008,0.006666666666666666,0.5351654369301427,0.5351654369301427,0.534268106162843,0.534268106162843,classic johnny marzetti recipe 
query-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yakamein noodle soup
query-74,0.0,0.16952861952861953,0.1279032446311858,0.7515951836789287,0.7515951836789287,0.7515951836789287,0.7515951836789287,original watermelon agua fresca
query-75,0.04013605442176871,0.03816529321755802,0.04350928341261317,0.20954511125942513,0.20954511125942513,0.1910202224365855,0.1910202224365855,a rich buttery punjabi dish
query-76,0.03414634146341463,0.003484320557491289,0.005226480836236933,0.3513476460238613,0.3513476460238613,0.3513476460238613,0.3513476460238613,make high protein bibimbap
query-77,0.058514699586128156,0.06903195488721806,0.0998875754135221,0.16154015416236983,0.17850833853395162,0.20934252382941917,0.21455293417414326,protein rich vegetable meal
query-78,0.02451814058956916,0.02743065358554489,0.03609216206725605,0.10371396391537589,0.10371396391537589,0.10371396391537589,0.10371396391537589,original sloppy joe burger
query-79,0.01077798861480076,0.012903225806451613,0.012903225806451613,0.17428334726632708,0.17428334726632708,0.17428334726632708,0.17428334726632708,oven baked potatoes
query-8,0.1296401271095985,0.037209302325581395,0.042700258397932817,0.17329129757279194,0.19496527112610867,0.165281306320978,0.165281306320978,how to make a gluten free peach crisp
query-80,0.05654761904761905,0.10485347985347986,0.10855718355718358,0.3616122777613461,0.3616122777613461,0.4124927762631937,0.4124927762631937,i want a crispy burrito
query-81,0.01820464532328939,0.025423728813559324,0.03389830508474576,0.18162381828751142,0.18162381828751142,0.1936454709719289,0.1936454709719289,colorful vegatable salad
query-82,0.08620689655172414,0.09160565837730353,0.09160565837730353,0.243621912523026,0.243621912523026,0.23753869273474384,0.23753869273474384,slow-cooked fall-off-the-bone ribs
query-83,0.0,0.030612244897959183,0.030612244897959183,0.15813831447691287,0.15813831447691287,0.15813831447691287,0.15813831447691287,fluffy cinnamon rolls
query-84,0.07701754385964912,0.005064247921390778,0.007064247921390778,0.22311138788112472,0.22311138788112472,0.22167182506351935,0.22167182506351935,toasted garlic bread pizza
query-85,0.07236842105263158,0.0456140350877193,0.04787775891341256,0.09373171018402517,0.09373171018402517,0.11439917993476321,0.11439917993476321,a fast dessert for valentines day
query-86,0.04312169312169312,0.04416210928815971,0.07223481985386747,0.02587483837868202,0.02587483837868202,0.02587483837868202,0.02587483837868202,thick butternut squash soup
query-87,0.047747747747747746,0.03153153153153153,0.05479597244303126,0.6560731157794166,0.6560731157794166,0.6560731157794166,0.6560731157794166,an old fashioned beef stew witha  rich broth
query-88,0.03264299802761342,0.04048582995951417,0.04043392504930966,0.07435897435897434,0.07435897435897434,0.07435897435897434,0.07435897435897434,a savory bagel
query-89,0.02127659574468085,0.032787779596290235,0.032787779596290235,0.4843976005447739,0.4843976005447739,0.480029937555032,0.480029937555032,fried chinese dumplings
query-9,0.0,0.00625,0.00625,0.466796875,0.466796875,0.466796875,0.466796875,healthy zucchini bread
query-90,0.0463980463980464,0.0635042735042735,0.0635042735042735,0.11625641427652188,0.11625641427652188,0.16309264022474723,0.16309264022474723,softly baked cookies
query-91,0.0392156862745098,0.04097222222222223,0.0455372135679041,0.409675077243425,0.409675077243425,0.409675077243425,0.409675077243425,creamy white mousse
query-92,0.0,0.045454545454545456,0.045454545454545456,0.3236842105263158,0.3236842105263158,0.33003673094582187,0.33003673094582187,a fast icecream recipe
query-93,0.0011553381683251812,0.02727272727272727,0.02727272727272727,0.11056254813082739,0.11056254813082739,0.11056254813082739,0.11056254813082739,italian refreshing pasta salad
query-94,0.0,0.0,0.0,0.43789120236488654,0.43789120236488654,0.43789120236488654,0.43789120236488654,homemade tomato sauce
query-95,0.0,0.042105263157894736,0.04186046511627907,0.18745403875908578,0.18745403875908578,0.18745403875908578,0.18745403875908578,spicy vegetarian indian curry
query-96,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.03940871845924111,0.03940871845924111,0.03940871845924111,0.03940871845924111,a grilled filling sandwich
query-97,0.07462422634836427,0.051201760858441664,0.08529573776135387,0.2907628827219183,0.2907628827219183,0.2907628827219183,0.2907628827219183,healthy sweet potato french fries
query-98,0.0038461538461538464,0.0913214990138067,0.0913214990138067,0.15184807472648662,0.15184807472648662,0.20122868122868126,0.20122868122868126,a well balanced meal
query-99,0.0,0.0,0.0,0.29374477861319964,0.29083874215453165,0.17983856421356423,0.17983856421356423,make chicken soup with homemade broth
